ENTIDAD,FECHA
SINALOA,3/6/2015
ESTADO DE MEXICO,9/13/2014
ESTADO DE MEXICO,10/7/2014
ESTADO DE MEXICO,10/13/2014
ESTADO DE MEXICO,9/29/2014
ESTADO DE MEXICO,10/15/2014
ESTADO DE MEXICO,10/8/2014
ESTADO DE MEXICO,10/20/2014
ESTADO DE MEXICO,9/26/2014
ESTADO DE MEXICO,10/6/2009
ESTADO DE MEXICO,10/15/2014
ESTADO DE MEXICO,9/30/2014
ESTADO DE MEXICO,10/6/2014
ESTADO DE MEXICO,10/1/2014
ESTADO DE MEXICO,9/25/2014
ESTADO DE MEXICO,10/7/2014
ESTADO DE MEXICO,10/4/2014
ESTADO DE MEXICO,9/30/2014
ESTADO DE MEXICO,9/23/2014
ESTADO DE MEXICO,9/30/2014
ESTADO DE MEXICO,10/9/2014
ESTADO DE MEXICO,10/8/2014
ESTADO DE MEXICO,9/21/2014
ESTADO DE MEXICO,10/12/2014
ESTADO DE MEXICO,10/3/2014
ESTADO DE MEXICO,10/2/2014
DURANGO,3/10/2015
PUEBLA,3/31/2015
GUERRERO,3/17/2015
GUERRERO,3/17/2015
GUERRERO,3/17/2015
GUERRERO,9/18/2014
PUEBLA,3/15/2015
TAMAULIPAS,11/26/2012
ESTADO DE MEXICO,9/9/2014
NAYARIT,9/9/2014
TAMAULIPAS,12/4/2013
ZACATECAS,8/15/2014
PUEBLA,4/6/2015
MICHOACAN,2/26/2015
MICHOACAN,3/8/2015
MICHOACAN,3/2/2015
MICHOACAN,2/16/2015
MICHOACAN,3/6/2015
MICHOACAN,8/23/2011
MICHOACAN,1/5/2012
TAMAULIPAS,7/31/2012
MICHOACAN,3/9/2015
MICHOACAN,3/10/2015
PUEBLA,4/7/2015
PUEBLA,3/16/2015
MICHOACAN,3/1/2015
MICHOACAN,10/22/2013
MICHOACAN,3/12/2015
MICHOACAN,3/12/2015
MICHOACAN,3/23/2015
MICHOACAN,3/27/2015
NUEVO LEON,2/8/2015
NUEVO LEON,7/23/2010
NUEVO LEON,3/30/2015
NUEVO LEON,2/23/2015
PUEBLA,4/4/2015
CIUDAD DE MEXICO,3/9/2015
QUERETARO,3/1/2015
QUERETARO,3/9/2015
ESTADO DE MEXICO,2/25/2015
ESTADO DE MEXICO,2/26/2015
ESTADO DE MEXICO,2/20/2015
ESTADO DE MEXICO,11/3/2014
ESTADO DE MEXICO,12/15/2014
ESTADO DE MEXICO,2/25/2015
ESTADO DE MEXICO,3/7/2015
ESTADO DE MEXICO,10/11/2014
ESTADO DE MEXICO,10/11/2014
ESTADO DE MEXICO,3/10/2015
ESTADO DE MEXICO,11/10/2014
ESTADO DE MEXICO,3/11/2015
ESTADO DE MEXICO,3/11/2015
ESTADO DE MEXICO,3/12/2015
ESTADO DE MEXICO,3/9/2015
ESTADO DE MEXICO,3/15/2015
ESTADO DE MEXICO,2/6/2015
ESTADO DE MEXICO,3/16/2015
ESTADO DE MEXICO,3/14/2015
ESTADO DE MEXICO,3/18/2015
ESTADO DE MEXICO,3/20/2015
ESTADO DE MEXICO,3/15/2015
ESTADO DE MEXICO,3/20/2015
ESTADO DE MEXICO,3/19/2015
ESTADO DE MEXICO,2/24/2015
ESTADO DE MEXICO,9/1/2014
ESTADO DE MEXICO,10/7/2014
ESTADO DE MEXICO,3/17/2015
ESTADO DE MEXICO,3/25/2015
QUERETARO,2/6/2015
CIUDAD DE MEXICO,3/14/2015
GUERRERO,2/24/2015
CIUDAD DE MEXICO,3/16/2015
CIUDAD DE MEXICO,3/16/2015
CIUDAD DE MEXICO,3/24/2015
CIUDAD DE MEXICO,3/25/2015
CIUDAD DE MEXICO,3/26/2015
CIUDAD DE MEXICO,3/26/2015
CIUDAD DE MEXICO,3/29/2015
GUERRERO,3/21/2015
NUEVO LEON,3/13/2010
NUEVO LEON,2/28/2015
GUERRERO,3/1/2015
NUEVO LEON,3/1/2015
PUEBLA,3/26/2015
GUERRERO,4/7/2015
GUERRERO,4/15/2015
NUEVO LEON,3/7/2015
NUEVO LEON,3/8/2015
NUEVO LEON,3/6/2015
NUEVO LEON,3/8/2015
NUEVO LEON,3/6/2015
NUEVO LEON,3/6/2015
NUEVO LEON,3/12/2015
NUEVO LEON,3/12/2015
NUEVO LEON,3/13/2015
NUEVO LEON,3/9/2015
ZACATECAS,12/11/2014
ZACATECAS,9/14/2014
AGUASCALIENTES,4/6/2015
NUEVO LEON,3/12/2015
NUEVO LEON,3/16/2015
ZACATECAS,9/18/2011
NUEVO LEON,3/19/2015
NUEVO LEON,3/18/2015
GUERRERO,4/13/2015
NUEVO LEON,1/24/2015
NUEVO LEON,1/26/2015
NUEVO LEON,3/26/2015
NUEVO LEON,3/24/2015
NUEVO LEON,3/22/2014
NUEVO LEON,3/20/2015
PUEBLA,4/15/2015
NUEVO LEON,3/25/2015
NUEVO LEON,3/28/2015
GUERRERO,3/21/2015
NUEVO LEON,3/29/2015
NUEVO LEON,3/27/2015
NUEVO LEON,3/31/2001
NUEVO LEON,3/2/2015
NUEVO LEON,3/19/2015
NUEVO LEON,2/27/2015
NUEVO LEON,3/27/2015
NUEVO LEON,3/4/2015
NUEVO LEON,3/9/2015
NUEVO LEON,3/18/2014
NUEVO LEON,3/20/2015
NUEVO LEON,3/19/2015
PUEBLA,4/13/2015
NUEVO LEON,2/24/2015
PUEBLA,4/12/2015
PUEBLA,4/18/2015
PUEBLA,4/20/2015
GUERRERO,10/15/2010
GUERRERO,4/17/2015
GUERRERO,4/17/2015
CHIHUAHUA,2/19/2015
CHIHUAHUA,2/23/2015
CHIHUAHUA,3/1/2015
CHIHUAHUA,3/4/2015
CHIHUAHUA,1/11/2015
CHIHUAHUA,2/14/2006
CHIHUAHUA,2/7/2015
CHIHUAHUA,1/22/2015
CHIHUAHUA,12/26/2014
CHIHUAHUA,3/4/2015
CHIHUAHUA,2/20/2015
CHIHUAHUA,2/2/2015
CHIHUAHUA,3/13/2015
CHIHUAHUA,3/7/2015
CHIHUAHUA,3/12/2015
CHIHUAHUA,3/13/2015
CHIHUAHUA,2/20/2015
TAMAULIPAS,3/11/2015
CHIHUAHUA,2/26/2015
CHIHUAHUA,2/17/2015
CHIHUAHUA,3/8/2015
CHIHUAHUA,2/15/2015
CHIHUAHUA,2/19/2015
CHIHUAHUA,3/11/2015
CHIHUAHUA,1/31/2015
CHIHUAHUA,2/6/2015
SINALOA,2/28/2015
SINALOA,2/28/2015
SINALOA,3/5/2015
SINALOA,2/24/2015
SINALOA,3/7/2015
SINALOA,3/10/2015
SINALOA,3/1/2015
SINALOA,3/1/2015
SINALOA,2/28/2015
SINALOA,3/5/2015
SINALOA,2/10/2015
SINALOA,2/27/2015
SINALOA,3/8/2015
SINALOA,3/10/2015
SINALOA,1/6/2015
SINALOA,2/13/2015
SINALOA,3/1/2015
SINALOA,3/12/2015
SINALOA,3/9/2015
SINALOA,3/4/2015
SINALOA,3/8/2015
SINALOA,3/10/2015
SINALOA,3/9/2015
SINALOA,3/16/2015
SINALOA,3/5/2015
SINALOA,2/2/2015
SINALOA,3/18/2015
SINALOA,3/3/2015
SONORA,11/2/2014
SINALOA,3/3/2015
SINALOA,3/18/2015
SINALOA,3/18/2015
SINALOA,3/12/2015
SINALOA,3/24/2015
SINALOA,3/19/2015
SINALOA,2/24/2015
SINALOA,3/25/2015
GUANAJUATO,3/8/2015
GUANAJUATO,3/14/2015
GUANAJUATO,3/3/2015
GUANAJUATO,3/8/2015
GUANAJUATO,3/7/2015
GUANAJUATO,3/18/2015
OAXACA,3/21/2015
OAXACA,4/23/2015
OAXACA,8/12/2014
PUEBLA,4/20/2015
CHIHUAHUA,11/18/2014
CHIHUAHUA,12/9/2014
CHIHUAHUA,5/16/2012
CHIHUAHUA,5/23/2009
CHIHUAHUA,10/1/2014
CHIHUAHUA,9/21/2014
CHIHUAHUA,4/13/2006
CHIHUAHUA,12/25/2011
CHIHUAHUA,3/1/2015
ESTADO DE MEXICO,11/28/2014
ESTADO DE MEXICO,2/2/2015
ESTADO DE MEXICO,2/4/2015
ESTADO DE MEXICO,9/12/2008
ESTADO DE MEXICO,12/1/2014
ESTADO DE MEXICO,1/24/2015
ESTADO DE MEXICO,2/7/2015
ESTADO DE MEXICO,2/19/2015
ESTADO DE MEXICO,1/26/2015
ESTADO DE MEXICO,2/10/2015
ESTADO DE MEXICO,2/21/2015
ESTADO DE MEXICO,2/23/2015
ESTADO DE MEXICO,1/31/2015
ESTADO DE MEXICO,2/21/2015
ESTADO DE MEXICO,2/15/2015
ESTADO DE MEXICO,1/19/2015
ESTADO DE MEXICO,2/16/2015
ESTADO DE MEXICO,2/6/2015
ESTADO DE MEXICO,10/23/2013
ESTADO DE MEXICO,1/30/2015
ESTADO DE MEXICO,2/18/2015
ESTADO DE MEXICO,2/11/2015
ESTADO DE MEXICO,2/3/2015
ESTADO DE MEXICO,2/3/2015
ESTADO DE MEXICO,2/16/2015
ESTADO DE MEXICO,2/24/2015
ESTADO DE MEXICO,2/13/2015
PUEBLA,1/17/2015
PUEBLA,1/17/2015
PUEBLA,1/17/2015
GUERRERO,4/8/2015
PUEBLA,4/22/2015
PUEBLA,4/26/2015
PUEBLA,4/23/2015
YUCATAN,3/30/2015
PUEBLA,4/19/2015
PUEBLA,4/28/2015
GUERRERO,4/14/2015
JALISCO,9/29/2014
ZACATECAS,4/15/2015
QUERETARO,4/25/2015
ZACATECAS,2/11/2015
SONORA,4/24/2015
PUEBLA,3/10/2015
AGUASCALIENTES,4/21/2015
SONORA,5/1/2015
SONORA,4/24/2015
SONORA,4/24/2015
AGUASCALIENTES,4/21/2015
AGUASCALIENTES,4/21/2015
GUERRERO,2/11/2015
SONORA,4/23/2015
SONORA,4/13/2015
SONORA,3/30/2015
ZACATECAS,5/20/2012
ZACATECAS,4/9/2015
AGUASCALIENTES,4/17/2015
PUEBLA,4/17/2015
AGUASCALIENTES,3/24/2015
NUEVO LEON,3/2/2015
SONORA,4/20/2015
SONORA,7/22/2005
ZACATECAS,4/7/2015
AGUASCALIENTES,4/28/2015
SONORA,11/15/2014
SONORA,4/24/2015
SONORA,4/24/2015
GUERRERO,5/5/2015
NUEVO LEON,8/22/2010
NUEVO LEON,4/4/2015
NUEVO LEON,4/24/2015
NUEVO LEON,4/24/2015
NUEVO LEON,4/4/2015
NUEVO LEON,4/6/2015
NUEVO LEON,4/4/2015
TLAXCALA,5/25/2014
SONORA,4/26/2015
NUEVO LEON,4/19/2015
MICHOACAN,4/1/2015
MICHOACAN,10/27/2014
MICHOACAN,4/8/2015
MICHOACAN,3/29/2015
SONORA,4/26/2015
NUEVO LEON,4/24/2015
NUEVO LEON,4/25/2015
NUEVO LEON,4/18/2015
MICHOACAN,9/18/2014
MICHOACAN,3/29/2015
MICHOACAN,4/17/2015
MICHOACAN,4/20/2015
MICHOACAN,4/16/2015
MICHOACAN,4/28/2015
MICHOACAN,10/26/2014
MICHOACAN,4/18/2015
SONORA,4/15/2015
MICHOACAN,4/9/2015
NUEVO LEON,3/26/2012
NUEVO LEON,3/26/2012
NUEVO LEON,3/5/2012
PUEBLA,5/7/2015
PUEBLA,4/25/2015
PUEBLA,4/25/2015
PUEBLA,3/14/2015
PUEBLA,3/14/2015
NUEVO LEON,5/2/2013
SONORA,5/2/2015
SONORA,4/19/2015
PUEBLA,2/11/2015
GUERRERO,5/9/2015
NUEVO LEON,1/20/2015
TAMAULIPAS,5/6/2015
GUERRERO,5/12/2015
TAMAULIPAS,4/28/2015
PUEBLA,5/12/2015
GUERRERO,5/9/2015
TAMAULIPAS,4/29/2015
ZACATECAS,5/4/2015
GUERRERO,5/10/2015
GUERRERO,5/10/2015
GUERRERO,5/10/2015
TAMAULIPAS,4/29/2015
PUEBLA,5/7/2015
NUEVO LEON,3/8/2015
TAMAULIPAS,7/7/2014
NUEVO LEON,2/28/2015
TAMAULIPAS,5/2/2015
NUEVO LEON,3/15/2015
GUERRERO,4/14/2015
NUEVO LEON,3/12/2015
CAMPECHE,5/2/2015
NUEVO LEON,3/12/2015
CHIHUAHUA,7/28/2014
CHIHUAHUA,10/13/2014
CHIHUAHUA,11/29/2014
CHIHUAHUA,12/2/2014
CHIHUAHUA,12/10/2014
CHIHUAHUA,1/6/2014
CHIHUAHUA,12/25/2013
CHIHUAHUA,2/4/2015
CHIHUAHUA,2/28/2015
CHIHUAHUA,2/11/2015
CHIHUAHUA,7/6/2013
CHIHUAHUA,2/29/2012
CHIHUAHUA,12/24/1998
CHIHUAHUA,8/1/2014
CHIHUAHUA,3/4/2015
CHIHUAHUA,4/1/2014
CHIHUAHUA,6/1/1997
GUANAJUATO,4/21/2015
GUANAJUATO,4/11/2015
GUANAJUATO,8/5/2013
GUANAJUATO,4/18/2015
GUANAJUATO,3/28/2015
GUANAJUATO,10/23/2014
ESTADO DE MEXICO,4/7/2015
ESTADO DE MEXICO,4/9/2015
ESTADO DE MEXICO,4/13/2015
ESTADO DE MEXICO,4/13/2015
ESTADO DE MEXICO,4/12/2015
ESTADO DE MEXICO,4/13/2015
ESTADO DE MEXICO,3/29/2015
ESTADO DE MEXICO,3/19/2015
ESTADO DE MEXICO,4/11/2015
ESTADO DE MEXICO,4/8/2015
ESTADO DE MEXICO,1/5/2015
ESTADO DE MEXICO,12/28/2014
ESTADO DE MEXICO,4/17/2015
ESTADO DE MEXICO,4/14/2015
ESTADO DE MEXICO,4/17/2015
ESTADO DE MEXICO,4/12/2015
ESTADO DE MEXICO,4/21/2015
ESTADO DE MEXICO,4/18/2015
ESTADO DE MEXICO,4/17/2015
ESTADO DE MEXICO,4/8/2015
ESTADO DE MEXICO,4/8/2015
ESTADO DE MEXICO,4/24/2015
ESTADO DE MEXICO,4/25/2015
ESTADO DE MEXICO,1/12/2015
ESTADO DE MEXICO,4/24/2015
ESTADO DE MEXICO,10/28/2014
ESTADO DE MEXICO,2/28/2015
ESTADO DE MEXICO,3/15/2015
ESTADO DE MEXICO,8/15/2015
ESTADO DE MEXICO,3/23/2015
ESTADO DE MEXICO,3/14/2015
ESTADO DE MEXICO,3/14/2015
ESTADO DE MEXICO,5/17/2009
PUEBLA,3/17/2015
TAMAULIPAS,6/5/2012
TAMAULIPAS,4/7/2015
TAMAULIPAS,3/28/2015
TAMAULIPAS,4/29/2011
SONORA,4/19/2015
SONORA,4/19/2015
SONORA,4/16/2015
SONORA,4/7/2015
SONORA,4/11/2015
SONORA,4/14/2015
TAMAULIPAS,4/29/2011
TAMAULIPAS,5/6/2015
GUERRERO,5/10/2015
PUEBLA,5/10/2014
SONORA,4/6/2015
SONORA,4/11/2015
GUERRERO,5/9/2015
GUERRERO,5/10/2015
CHIHUAHUA,2/23/2015
GUERRERO,5/10/2015
CHIHUAHUA,2/28/2015
GUERRERO,5/13/2015
ESTADO DE MEXICO,1/31/2015
SONORA,4/11/2015
GUERRERO,5/14/2015
GUERRERO,1/15/2014
GUERRERO,1/15/2014
GUERRERO,1/15/2014
SONORA,4/11/2015
SONORA,4/10/2015
SONORA,11/2/2014
TAMAULIPAS,5/6/2015
PUEBLA,5/18/2015
PUEBLA,4/18/2015
PUEBLA,5/15/2015
TAMAULIPAS,11/14/2014
PUEBLA,5/8/2015
TAMAULIPAS,12/15/2014
GUERRERO,12/19/2012
SINALOA,4/6/2015
SINALOA,4/11/2015
SINALOA,5/1/2015
SINALOA,4/25/2015
SINALOA,4/9/2015
SINALOA,4/15/2015
SINALOA,3/30/2015
SINALOA,3/30/2015
SINALOA,3/28/2015
SINALOA,3/30/2015
SINALOA,4/27/2015
SINALOA,4/13/2015
SINALOA,4/12/2015
SINALOA,4/22/2015
SINALOA,4/14/2015
SINALOA,2/9/2015
SINALOA,4/9/2015
SINALOA,1/31/2015
SINALOA,2/23/2015
SINALOA,4/22/2015
SINALOA,4/9/2015
SINALOA,4/9/2015
SINALOA,3/6/2015
SONORA,8/18/2015
CHIAPAS,3/22/2015
GUERRERO,5/10/2013
TAMAULIPAS,4/1/2015
MICHOACAN,2/18/2014
GUERRERO,5/6/2015
MICHOACAN,5/1/2013
NUEVO LEON,5/10/2010
MICHOACAN,1/12/2014
MICHOACAN,4/12/2014
MICHOACAN,1/26/2014
SONORA,4/13/2015
MICHOACAN,4/8/2014
SONORA,4/7/2015
MICHOACAN,1/11/2014
MICHOACAN,12/22/2013
MICHOACAN,1/16/2014
MICHOACAN,3/23/2014
GUERRERO,5/10/2015
MICHOACAN,3/23/2014
GUERRERO,5/14/2015
MICHOACAN,3/23/2014
MICHOACAN,5/10/2014
MICHOACAN,6/4/2014
SONORA,4/5/2015
TAMAULIPAS,8/28/2012
MICHOACAN,1/26/2014
SONORA,8/7/2013
MICHOACAN,10/11/2014
SONORA,4/1/2015
MICHOACAN,10/11/2014
TAMAULIPAS,12/29/2014
MICHOACAN,11/9/2014
CAMPECHE,NO ESPECIFICADO
MICHOACAN,12/13/2014
MICHOACAN,5/20/2014
SINALOA,3/31/2015
GUERRERO,1/16/2015
TAMAULIPAS,4/24/2015
TAMAULIPAS,12/23/2014
TAMAULIPAS,7/8/2011
PUEBLA,5/26/2015
GUERRERO,5/7/2015
TAMAULIPAS,2/13/2015
PUEBLA,5/26/2015
GUERRERO,4/1/2015
TAMAULIPAS,4/3/2010
GUERRERO,11/21/2014
TAMAULIPAS,4/10/2015
SONORA,3/30/2015
SONORA,3/28/2015
SONORA,3/26/2015
SONORA,11/19/2014
GUERRERO,4/4/2015
SONORA,3/26/2015
SONORA,3/24/2015
VERACRUZ,4/13/2015
PUEBLA,4/14/2015
SONORA,2/17/2015
TAMAULIPAS,4/13/2015
GUERRERO,5/28/2015
AGUASCALIENTES,4/25/2015
GUERRERO,5/19/2015
PUEBLA,5/23/2015
SONORA,3/1/2015
SONORA,3/21/2015
CIUDAD DE MEXICO,4/14/2015
CIUDAD DE MEXICO,3/31/2015
TAMAULIPAS,7/14/2012
TAMAULIPAS,2/27/2010
CIUDAD DE MEXICO,4/6/2015
TAMAULIPAS,7/13/2014
CIUDAD DE MEXICO,3/31/2015
TAMAULIPAS,5/3/2015
CIUDAD DE MEXICO,4/21/2015
TAMAULIPAS,5/3/2015
CIUDAD DE MEXICO,5/2/2015
TAMAULIPAS,1/11/2015
CIUDAD DE MEXICO,5/22/2015
TAMAULIPAS,12/28/2014
TAMAULIPAS,4/7/2015
TAMAULIPAS,12/26/2014
CIUDAD DE MEXICO,5/17/2015
GUERRERO,12/30/2014
GUERRERO,12/20/2010
SONORA,3/21/2015
SONORA,3/22/2015
QUERETARO,4/18/2015
GUERRERO,10/15/2013
QUERETARO,10/13/2014
QUERETARO,5/15/2015
QUERETARO,5/18/2015
GUERRERO,4/8/2015
GUERRERO,10/5/2011
GUANAJUATO,5/18/2015
GUANAJUATO,5/18/2015
GUANAJUATO,5/18/2015
QUERETARO,5/27/2015
GUERRERO,11/21/2014
QUERETARO,5/28/2015
GUERRERO,2/2/2013
GUERRERO,8/6/2013
GUERRERO,4/16/2015
GUERRERO,4/16/2015
DURANGO,9/27/2010
GUERRERO,6/3/2015
GUERRERO,2/10/2015
GUERRERO,11/4/2014
NUEVO LEON,8/30/2002
NUEVO LEON,3/1/2009
NUEVO LEON,3/19/2015
GUERRERO,4/28/2013
NUEVO LEON,5/7/2015
NUEVO LEON,5/19/2015
NUEVO LEON,4/28/2015
NUEVO LEON,4/28/2015
NUEVO LEON,4/27/2015
NUEVO LEON,4/1/2015
PUEBLA,5/29/2015
TAMAULIPAS,2/22/2011
TAMAULIPAS,5/6/2015
PUEBLA,5/16/2015
PUEBLA,6/3/2015
PUEBLA,6/3/2015
SONORA,5/4/2015
SONORA,3/19/2015
PUEBLA,5/31/2015
GUERRERO,12/3/2014
TAMAULIPAS,4/4/2015
GUERRERO,12/3/2014
GUERRERO,12/3/2014
TAMAULIPAS,7/19/2011
MICHOACAN,12/12/2011
MICHOACAN,12/28/2013
PUEBLA,6/8/2015
PUEBLA,6/8/2015
MICHOACAN,4/27/2015
MICHOACAN,3/24/2014
JALISCO,4/5/2015
MICHOACAN,10/17/2014
SONORA,5/26/2015
TAMAULIPAS,5/11/2015
CHIHUAHUA,2/4/2015
CHIHUAHUA,2/4/2015
CHIHUAHUA,3/18/2015
CHIHUAHUA,5/7/2013
CHIHUAHUA,3/13/2013
CHIHUAHUA,1/11/2014
CHIHUAHUA,3/9/2014
CHIHUAHUA,8/15/2014
CHIHUAHUA,8/18/2014
CHIHUAHUA,8/29/2014
CHIHUAHUA,9/24/2014
CHIHUAHUA,10/10/2014
CHIHUAHUA,12/3/2014
CHIHUAHUA,10/8/2014
CHIHUAHUA,11/15/2014
CHIHUAHUA,3/10/2015
CHIHUAHUA,3/31/2015
CHIHUAHUA,3/31/2015
CHIHUAHUA,3/31/2015
CHIHUAHUA,10/20/2013
CHIHUAHUA,1/9/2014
CHIHUAHUA,6/10/2014
CHIHUAHUA,1/15/2015
TAMAULIPAS,1/28/2015
JALISCO,4/20/2015
TAMAULIPAS,5/10/2015
TAMAULIPAS,5/10/2015
SONORA,3/10/2015
SONORA,5/20/2012
MICHOACAN,5/11/2015
MICHOACAN,5/17/2015
MICHOACAN,5/21/2015
TAMAULIPAS,5/10/2015
GUERRERO,6/7/2015
JALISCO,2/5/2015
TAMAULIPAS,5/21/2015
TAMAULIPAS,5/9/2015
PUEBLA,6/11/2015
PUEBLA,6/8/2015
TAMAULIPAS,3/29/2010
TAMAULIPAS,5/6/2011
TAMAULIPAS,9/6/2010
TAMAULIPAS,10/1/2010
SONORA,3/21/2015
TAMAULIPAS,8/12/2014
TAMAULIPAS,7/12/2014
TAMAULIPAS,7/12/2014
PUEBLA,6/11/2015
PUEBLA,6/15/2015
TAMAULIPAS,3/19/2015
SONORA,3/14/2015
SONORA,3/18/2015
SONORA,3/16/2015
SONORA,3/14/2015
TAMAULIPAS,5/17/2015
TAMAULIPAS,5/26/2015
TAMAULIPAS,2/3/2012
TAMAULIPAS,8/14/2012
TAMAULIPAS,5/25/2015
TAMAULIPAS,1/3/2007
PUEBLA,6/13/2015
TAMAULIPAS,9/27/2012
TAMAULIPAS,1/17/2015
TAMAULIPAS,4/20/2015
TAMAULIPAS,8/29/2010
PUEBLA,6/10/2015
TAMAULIPAS,5/16/2015
TAMAULIPAS,5/22/2015
GUERRERO,6/11/2015
TAMAULIPAS,5/15/2015
GUERRERO,6/2/2015
SONORA,3/9/2015
SONORA,3/11/2015
SONORA,3/9/2015
SONORA,3/4/2015
ZACATECAS,5/15/2015
TAMAULIPAS,5/19/2015
TAMAULIPAS,5/19/2015
TAMAULIPAS,1/24/2015
TAMAULIPAS,5/22/2015
TAMAULIPAS,2/5/2015
TAMAULIPAS,8/12/2010
TAMAULIPAS,5/26/2015
TAMAULIPAS,1/26/2014
PUEBLA,6/14/2015
PUEBLA,5/9/2015
ESTADO DE MEXICO,11/5/2014
ESTADO DE MEXICO,5/12/2015
ESTADO DE MEXICO,5/24/2015
ESTADO DE MEXICO,5/17/2015
ESTADO DE MEXICO,5/4/2015
ESTADO DE MEXICO,1/10/2015
ESTADO DE MEXICO,5/3/2015
ESTADO DE MEXICO,5/12/2015
ESTADO DE MEXICO,5/11/2015
SONORA,8/18/2015
ESTADO DE MEXICO,5/4/2015
ESTADO DE MEXICO,5/25/2015
ESTADO DE MEXICO,5/16/2015
ESTADO DE MEXICO,5/2/2015
ESTADO DE MEXICO,10/27/2014
ESTADO DE MEXICO,5/5/2015
ESTADO DE MEXICO,3/6/2015
ESTADO DE MEXICO,5/18/2012
ESTADO DE MEXICO,5/17/2015
ESTADO DE MEXICO,4/22/2015
ESTADO DE MEXICO,5/17/2015
ESTADO DE MEXICO,5/6/2015
ESTADO DE MEXICO,5/11/2015
OAXACA,3/23/2014
ESTADO DE MEXICO,5/10/2015
ESTADO DE MEXICO,5/1/2015
CIUDAD DE MEXICO,10/1/2009
ESTADO DE MEXICO,5/13/2015
ESTADO DE MEXICO,5/11/2015
ESTADO DE MEXICO,4/14/2015
ESTADO DE MEXICO,12/24/2014
ESTADO DE MEXICO,5/11/2015
ESTADO DE MEXICO,5/20/2015
TAMAULIPAS,4/19/2015
GUERRERO,6/8/2015
TAMAULIPAS,4/19/2015
TAMAULIPAS,4/20/2015
TAMAULIPAS,4/15/2013
GUERRERO,3/7/2015
GUERRERO,6/15/2015
TAMAULIPAS,3/22/2010
TAMAULIPAS,4/20/2015
TAMAULIPAS,5/24/2015
SONORA,3/8/2015
SONORA,3/7/2015
TAMAULIPAS,2/11/2013
PUEBLA,6/2/2015
TAMAULIPAS,1/20/2012
TAMAULIPAS,5/8/2015
GUERRERO,6/18/2015
TAMAULIPAS,7/11/2010
ZACATECAS,1/28/2015
TAMAULIPAS,2/23/2015
GUANAJUATO,5/14/2015
GUANAJUATO,5/21/2015
GUANAJUATO,5/12/2015
GUANAJUATO,5/14/2015
GUANAJUATO,5/4/2015
GUANAJUATO,4/30/2015
GUANAJUATO,5/28/2015
GUANAJUATO,5/18/2015
TAMAULIPAS,2/12/2015
TAMAULIPAS,8/1/2014
PUEBLA,6/15/2015
GUERRERO,6/10/2015
PUEBLA,6/18/2015
PUEBLA,6/17/2015
TAMAULIPAS,5/12/2015
TAMAULIPAS,3/13/2015
TAMAULIPAS,3/2/2012
GUERRERO,6/16/2015
TAMAULIPAS,5/12/2015
ZACATECAS,12/22/2012
GUERRERO,6/16/2015
TAMAULIPAS,9/5/2014
CHIHUAHUA,3/10/2015
CHIHUAHUA,3/31/2015
CHIHUAHUA,4/4/2014
CHIHUAHUA,4/28/2015
CHIHUAHUA,5/17/2015
CHIHUAHUA,5/5/2015
CHIHUAHUA,5/12/2015
CHIHUAHUA,5/13/2015
CHIHUAHUA,4/11/2015
CHIHUAHUA,5/8/2015
CHIHUAHUA,4/11/2015
CHIHUAHUA,4/13/2015
CHIHUAHUA,5/18/2015
CHIHUAHUA,9/10/2012
CHIHUAHUA,5/20/2015
CHIHUAHUA,4/20/2015
CHIHUAHUA,2/10/2014
CHIHUAHUA,11/14/2014
TAMAULIPAS,5/25/2012
TAMAULIPAS,4/19/2015
GUERRERO,6/19/2015
TAMAULIPAS,2/4/2015
GUERRERO,6/19/2015
GUERRERO,6/19/2015
TAMAULIPAS,5/18/2015
GUERRERO,6/19/2015
GUERRERO,6/20/2015
TAMAULIPAS,5/15/2010
TAMAULIPAS,8/13/2014
TAMAULIPAS,5/20/2015
TAMAULIPAS,4/21/2015
JALISCO,2/13/2015
PUEBLA,6/26/2015
SINALOA,4/21/2015
SINALOA,5/22/2015
SINALOA,4/29/2015
SINALOA,5/8/2015
SINALOA,5/17/2015
SINALOA,5/11/2015
SINALOA,5/12/2015
SINALOA,4/29/2015
SINALOA,4/26/2015
SINALOA,4/27/2015
SINALOA,5/2/2015
SINALOA,5/15/2015
SINALOA,5/13/2015
SINALOA,5/13/2015
SINALOA,5/16/2015
SINALOA,4/23/2015
SINALOA,5/7/2015
SINALOA,5/17/2015
SINALOA,1/31/2015
CHIHUAHUA,4/20/2015
CHIHUAHUA,4/22/2015
CHIHUAHUA,4/20/2015
CHIHUAHUA,4/21/2015
CHIHUAHUA,6/16/2015
CHIHUAHUA,3/1/2015
CHIHUAHUA,5/23/2015
CHIHUAHUA,3/20/2015
SINALOA,3/20/2015
CHIHUAHUA,5/23/2015
CHIHUAHUA,1/1/2014
CHIHUAHUA,4/18/2015
CHIHUAHUA,5/20/2015
TAMAULIPAS,5/13/2015
PUEBLA,6/25/2015
JALISCO,2/18/2015
TAMAULIPAS,10/12/2013
TAMAULIPAS,3/12/2015
TAMAULIPAS,12/15/2014
TAMAULIPAS,8/19/2010
ZACATECAS,5/23/2015
JALISCO,3/27/2015
TAMAULIPAS,8/19/2010
JALISCO,3/25/2015
GUERRERO,6/16/2015
TAMAULIPAS,5/19/2015
